TXNAME	GENEID
ENSDART00000143366.2	ENSDARG00000092088.4
ENSDART00000147852.2	ENSDARG00000092088.4
ENSDART00000172651.2	ENSDARG00000103785.2
ENSDART00000060978.3	ENSDARG00000041600.5
ENSDART00000011906.10	ENSDARG00000020981.11
ENSDART00000155213.2	ENSDARG00000020981.11
ENSDART00000160304.2	ENSDARG00000020981.11
ENSDART00000032118.9	ENSDARG00000025404.9
ENSDART00000129044.4	ENSDARG00000058371.8
ENSDART00000144280.2	ENSDARG00000058371.8
ENSDART00000146185.2	ENSDARG00000058371.8
ENSDART00000040013.3	ENSDARG00000019096.7
ENSDART00000130798.3	ENSDARG00000019096.7
ENSDART00000124414.3	ENSDARG00000019096.7
ENSDART00000157412.2	ENSDARG00000099382.2
ENSDART00000171349.2	ENSDARG00000099382.2
ENSDART00000145190.2	ENSDARG00000017126.11
ENSDART00000016271.9	ENSDARG00000017126.11
ENSDART00000177181.2	ENSDARG00000017126.11
ENSDART00000042273.9	ENSDARG00000030095.9
ENSDART00000155476.2	ENSDARG00000030095.9
ENSDART00000152321.2	ENSDARG00000031540.6
ENSDART00000041250.5	ENSDARG00000031540.6
ENSDART00000124367.4	ENSDARG00000090396.4
ENSDART00000181505.1	ENSDARG00000090396.4
ENSDART00000124682.4	ENSDARG00000036415.9
ENSDART00000147850.3	ENSDARG00000094922.3
ENSDART00000189876.1	ENSDARG00000094922.3
ENSDART00000163366.2	ENSDARG00000094922.3
ENSDART00000150191.2	ENSDARG00000029768.9
ENSDART00000085388.5	ENSDARG00000060526.6
ENSDART00000148995.2	ENSDARG00000045927.5
ENSDART00000133559.2	ENSDARG00000057265.6
ENSDART00000079877.5	ENSDARG00000057265.6
ENSDART00000155949.2	ENSDARG00000076508.5
ENSDART00000187364.1	ENSDARG00000076508.5
ENSDART00000135597.3	ENSDARG00000062506.9
ENSDART00000141873.3	ENSDARG00000062506.9
ENSDART00000187986.1	ENSDARG00000062506.9
ENSDART00000090446.6	ENSDARG00000062506.9
ENSDART00000169080.3	ENSDARG00000062506.9
ENSDART00000057290.4	ENSDARG00000039213.4
ENSDART00000122948.3	ENSDARG00000063019.8
ENSDART00000098662.5	ENSDARG00000063019.8
ENSDART00000091722.6	ENSDARG00000063019.8
ENSDART00000085648.5	ENSDARG00000060620.5
ENSDART00000131245.3	ENSDARG00000088753.4
ENSDART00000097872.5	ENSDARG00000088753.4
ENSDART00000102576.4	ENSDARG00000012078.10
ENSDART00000140215.2	ENSDARG00000012078.10
ENSDART00000192679.1	ENSDARG00000012078.10
ENSDART00000100783.3	ENSDARG00000069323.3
ENSDART00000141221.2	ENSDARG00000014939.12
ENSDART00000140401.2	ENSDARG00000014939.12
ENSDART00000134267.3	ENSDARG00000013721.10
ENSDART00000136631.2	ENSDARG00000013721.10
ENSDART00000143746.2	ENSDARG00000013721.10
ENSDART00000091868.6	ENSDARG00000013721.10
ENSDART00000062375.5	ENSDARG00000042536.6
ENSDART00000058587.5	ENSDARG00000040059.5
ENSDART00000150111.3	ENSDARG00000074424.6
ENSDART00000179363.2	ENSDARG00000074424.6
ENSDART00000135052.3	ENSDARG00000055154.7
ENSDART00000077478.6	ENSDARG00000055154.7
ENSDART00000045942.8	ENSDARG00000018691.12
ENSDART00000125352.4	ENSDARG00000018691.12
ENSDART00000137663.2	ENSDARG00000018890.10
ENSDART00000141703.3	ENSDARG00000018890.10
ENSDART00000191845.1	ENSDARG00000018890.10
ENSDART00000012018.9	ENSDARG00000018890.10
ENSDART00000019573.7	ENSDARG00000016301.7
ENSDART00000149230.2	ENSDARG00000058738.6
ENSDART00000182946.1	ENSDARG00000058738.6
ENSDART00000160770.2	ENSDARG00000101392.2
ENSDART00000158610.2	ENSDARG00000101392.2
ENSDART00000160179.2	ENSDARG00000101392.2
ENSDART00000170484.2	ENSDARG00000101392.2
ENSDART00000048655.8	ENSDARG00000029292.8
ENSDART00000131613.3	ENSDARG00000029292.8
ENSDART00000137924.2	ENSDARG00000029292.8
ENSDART00000136869.2	ENSDARG00000075793.7
ENSDART00000138289.4	ENSDARG00000075793.7
ENSDART00000078022.8	ENSDARG00000075793.7
ENSDART00000151725.2	ENSDARG00000039222.8
ENSDART00000124917.4	ENSDARG00000039222.8
ENSDART00000057297.6	ENSDARG00000039222.8
ENSDART00000102591.4	ENSDARG00000070092.5
ENSDART00000135186.4	ENSDARG00000093131.4
ENSDART00000140523.3	ENSDARG00000038822.8
ENSDART00000148244.2	ENSDARG00000038822.8
ENSDART00000056686.7	ENSDARG00000038822.8
ENSDART00000141879.2	ENSDARG00000034457.7
ENSDART00000132657.2	ENSDARG00000034457.7
ENSDART00000136733.4	ENSDARG00000012019.11
ENSDART00000047680.5	ENSDARG00000012019.11
ENSDART00000005499.9	ENSDARG00000012019.11
ENSDART00000001444.8	ENSDARG00000001313.9
ENSDART00000132811.2	ENSDARG00000001313.9
ENSDART00000052307.5	ENSDARG00000036028.5
ENSDART00000166877.2	ENSDARG00000102704.2
ENSDART00000161792.2	ENSDARG00000102704.2
ENSDART00000133768.2	ENSDARG00000109695.1
ENSDART00000015139.8	ENSDARG00000002267.9
ENSDART00000139307.2	ENSDARG00000002267.9
ENSDART00000148355.2	ENSDARG00000002267.9
ENSDART00000053026.5	ENSDARG00000036500.6
ENSDART00000128658.3	ENSDARG00000036500.6
ENSDART00000010022.9	ENSDARG00000026017.9
ENSDART00000016382.5	ENSDARG00000005541.5
ENSDART00000154045.3	ENSDARG00000061282.8
ENSDART00000155137.2	ENSDARG00000061282.8
ENSDART00000156647.2	ENSDARG00000061282.8
ENSDART00000087247.6	ENSDARG00000061282.8
ENSDART00000134122.3	ENSDARG00000038687.9
ENSDART00000057672.5	ENSDARG00000038687.9
ENSDART00000133064.2	ENSDARG00000038687.9
ENSDART00000188288.1	ENSDARG00000038687.9
ENSDART00000172819.2	ENSDARG00000088346.4
ENSDART00000090711.7	ENSDARG00000062598.7
ENSDART00000144157.3	ENSDARG00000093677.3
ENSDART00000172834.2	ENSDARG00000031848.7
ENSDART00000173450.2	ENSDARG00000031848.7
ENSDART00000160576.2	ENSDARG00000104800.2
ENSDART00000158812.2	ENSDARG00000104800.2
ENSDART00000159905.2	ENSDARG00000104800.2
ENSDART00000137820.2	ENSDARG00000042899.7
ENSDART00000144229.2	ENSDARG00000042899.7
ENSDART00000062968.6	ENSDARG00000042899.7
ENSDART00000189457.1	ENSDARG00000042899.7
ENSDART00000166981.2	ENSDARG00000078057.6
ENSDART00000193419.1	ENSDARG00000078057.6
ENSDART00000011004.8	ENSDARG00000015997.9
ENSDART00000141141.3	ENSDARG00000015997.9
ENSDART00000142369.2	ENSDARG00000015997.9
ENSDART00000145502.3	ENSDARG00000034610.7
ENSDART00000126095.3	ENSDARG00000034610.7
ENSDART00000042850.5	ENSDARG00000034610.7
ENSDART00000193961.1	ENSDARG00000034610.7
ENSDART00000172547.2	ENSDARG00000034610.7
ENSDART00000044000.7	ENSDARG00000007172.10
ENSDART00000100898.4	ENSDARG00000069376.4
ENSDART00000044776.6	ENSDARG00000008142.9
ENSDART00000125174.4	ENSDARG00000029766.10
ENSDART00000061525.5	ENSDARG00000029766.10
ENSDART00000149047.3	ENSDARG00000089456.5
ENSDART00000149223.2	ENSDARG00000089456.5
ENSDART00000080174.4	ENSDARG00000057491.6
ENSDART00000166809.2	ENSDARG00000105096.2
ENSDART00000006505.9	ENSDARG00000015906.9
ENSDART00000136707.2	ENSDARG00000011809.9
ENSDART00000031616.6	ENSDARG00000011809.9
ENSDART00000184761.1	ENSDARG00000011809.9
ENSDART00000187222.1	ENSDARG00000011809.9
ENSDART00000110243.4	ENSDARG00000070220.5
ENSDART00000104160.4	ENSDARG00000070746.4
ENSDART00000190605.1	ENSDARG00000070746.4
ENSDART00000133152.2	ENSDARG00000044544.4
ENSDART00000065401.4	ENSDARG00000044544.4
ENSDART00000160781.2	ENSDARG00000100773.2
ENSDART00000161692.2	ENSDARG00000100773.2
ENSDART00000160965.2	ENSDARG00000100773.2
ENSDART00000052423.6	ENSDARG00000078308.5
ENSDART00000189676.1	ENSDARG00000078308.5
ENSDART00000085559.5	ENSDARG00000068006.6
ENSDART00000129772.3	ENSDARG00000068006.6
ENSDART00000162751.2	ENSDARG00000078041.4
ENSDART00000108906.4	ENSDARG00000078041.4
ENSDART00000143374.4	ENSDARG00000003732.11
ENSDART00000056457.5	ENSDARG00000003732.11
ENSDART00000122793.3	ENSDARG00000003732.11
ENSDART00000147471.2	ENSDARG00000069844.6
ENSDART00000136287.2	ENSDARG00000095241.3
ENSDART00000190593.1	ENSDARG00000095241.3
ENSDART00000182425.1	ENSDARG00000095241.3
ENSDART00000137633.2	ENSDARG00000061804.7
ENSDART00000167951.2	ENSDARG00000098317.2
ENSDART00000168667.2	ENSDARG00000098317.2
ENSDART00000163359.2	ENSDARG00000098317.2
ENSDART00000186156.1	ENSDARG00000098317.2
ENSDART00000138585.3	ENSDARG00000006797.11
ENSDART00000026794.9	ENSDARG00000006797.11
ENSDART00000148714.2	ENSDARG00000057180.7
ENSDART00000111821.4	ENSDARG00000057180.7
ENSDART00000136793.3	ENSDARG00000092304.3
ENSDART00000003701.9	ENSDARG00000004105.10
ENSDART00000190702.1	ENSDARG00000004105.10
ENSDART00000191183.1	ENSDARG00000004105.10
ENSDART00000192502.1	ENSDARG00000004105.10
ENSDART00000184003.1	ENSDARG00000004105.10
ENSDART00000132189.2	ENSDARG00000060252.6
ENSDART00000183675.1	ENSDARG00000060252.6
ENSDART00000148353.3	ENSDARG00000020228.12
ENSDART00000151801.2	ENSDARG00000020228.12
ENSDART00000146007.2	ENSDARG00000020228.12
ENSDART00000141292.4	ENSDARG00000020228.12
ENSDART00000105808.4	ENSDARG00000000212.11
ENSDART00000007857.7	ENSDARG00000008105.7
ENSDART00000123938.3	ENSDARG00000008105.7
ENSDART00000193509.1	ENSDARG00000008105.7
ENSDART00000157702.2	ENSDARG00000098616.2
ENSDART00000153496.2	ENSDARG00000007755.10
ENSDART00000130809.3	ENSDARG00000007755.10
ENSDART00000153687.3	ENSDARG00000009402.10
ENSDART00000030603.8	ENSDARG00000009402.10
ENSDART00000137802.2	ENSDARG00000068650.6
ENSDART00000145060.2	ENSDARG00000068650.6
ENSDART00000133330.3	ENSDARG00000068650.6
ENSDART00000099378.5	ENSDARG00000068650.6
ENSDART00000171181.2	ENSDARG00000100236.2
ENSDART00000159075.2	ENSDARG00000100236.2
ENSDART00000180303.1	ENSDARG00000100236.2
ENSDART00000160941.2	ENSDARG00000100236.2
ENSDART00000190435.1	ENSDARG00000100236.2
ENSDART00000173392.2	ENSDARG00000105477.2
ENSDART00000172991.2	ENSDARG00000105477.2
ENSDART00000047020.7	ENSDARG00000004325.9
ENSDART00000137574.2	ENSDARG00000004325.9
ENSDART00000130028.4	ENSDARG00000044216.7
ENSDART00000064913.6	ENSDARG00000044216.7
ENSDART00000188392.1	ENSDARG00000044216.7
ENSDART00000140200.2	ENSDARG00000059322.8
ENSDART00000082411.7	ENSDARG00000059322.8
ENSDART00000187411.1	ENSDARG00000059322.8
ENSDART00000146362.2	ENSDARG00000055565.8
ENSDART00000130722.4	ENSDARG00000055565.8
ENSDART00000049219.7	ENSDARG00000055565.8
ENSDART00000123495.3	ENSDARG00000055565.8
ENSDART00000023123.8	ENSDARG00000003235.8
ENSDART00000149703.2	ENSDARG00000059035.9
ENSDART00000082031.5	ENSDARG00000059035.9
ENSDART00000139983.2	ENSDARG00000095608.3
ENSDART00000153619.2	ENSDARG00000090496.5
ENSDART00000177679.2	ENSDARG00000090496.5
ENSDART00000185031.1	ENSDARG00000090496.5
ENSDART00000028944.9	ENSDARG00000039500.8
ENSDART00000174171.2	ENSDARG00000039500.8
ENSDART00000164596.2	ENSDARG00000100969.2
ENSDART00000140262.2	ENSDARG00000045105.8
ENSDART00000066317.6	ENSDARG00000045105.8
ENSDART00000185517.1	ENSDARG00000045105.8
ENSDART00000083593.6	ENSDARG00000074989.5
ENSDART00000168647.2	ENSDARG00000074989.5
ENSDART00000171672.2	ENSDARG00000074989.5
ENSDART00000191986.1	ENSDARG00000074989.5
ENSDART00000010477.8	ENSDARG00000021924.9
ENSDART00000128806.3	ENSDARG00000070432.8
ENSDART00000153113.2	ENSDARG00000070432.8
ENSDART00000179690.1	ENSDARG00000070432.8
ENSDART00000188059.1	ENSDARG00000070432.8
ENSDART00000139050.3	ENSDARG00000057743.6
ENSDART00000109657.2	ENSDARG00000057743.6
ENSDART00000001830.7	ENSDARG00000001578.7
ENSDART00000152122.3	ENSDARG00000079791.5
ENSDART00000139417.2	ENSDARG00000002656.12
ENSDART00000133788.2	ENSDARG00000002656.12
ENSDART00000142806.3	ENSDARG00000002656.12
ENSDART00000149454.2	ENSDARG00000091931.5
ENSDART00000148865.3	ENSDARG00000091931.5
ENSDART00000150184.2	ENSDARG00000091931.5
ENSDART00000148976.2	ENSDARG00000091931.5
ENSDART00000171391.2	ENSDARG00000104976.2
ENSDART00000167130.2	ENSDARG00000007711.10
ENSDART00000022506.10	ENSDARG00000007711.10
ENSDART00000148794.4	ENSDARG00000059067.9
ENSDART00000082080.7	ENSDARG00000059067.9
ENSDART00000139475.2	ENSDARG00000094377.2
ENSDART00000146979.2	ENSDARG00000020574.10
ENSDART00000146267.3	ENSDARG00000020574.10
ENSDART00000134647.3	ENSDARG00000020574.10
ENSDART00000148365.2	ENSDARG00000020574.10
ENSDART00000043932.7	ENSDARG00000020574.10
ENSDART00000139579.3	ENSDARG00000020574.10
ENSDART00000129561.3	ENSDARG00000020574.10
ENSDART00000162546.3	ENSDARG00000020574.10
ENSDART00000140543.3	ENSDARG00000040131.8
ENSDART00000075953.5	ENSDARG00000040131.8
ENSDART00000137579.2	ENSDARG00000094978.2
ENSDART00000019461.9	ENSDARG00000002300.10
ENSDART00000190310.1	ENSDARG00000002300.10
ENSDART00000151187.2	ENSDARG00000016350.10
ENSDART00000133199.2	ENSDARG00000016350.10
ENSDART00000006344.9	ENSDARG00000016350.10
ENSDART00000115031.4	ENSDARG00000075743.4
ENSDART00000129743.3	ENSDARG00000089019.3
ENSDART00000041114.5	ENSDARG00000031511.5
ENSDART00000159808.2	ENSDARG00000031511.5
ENSDART00000171281.2	ENSDARG00000031511.5
ENSDART00000167824.3	ENSDARG00000100795.3
ENSDART00000173041.2	ENSDARG00000100795.3
ENSDART00000187110.1	ENSDARG00000100795.3
ENSDART00000157070.2	ENSDARG00000058108.7
ENSDART00000154020.3	ENSDARG00000058108.7
ENSDART00000154973.2	ENSDARG00000058108.7
ENSDART00000155328.2	ENSDARG00000058108.7
ENSDART00000104926.5	ENSDARG00000058108.7
ENSDART00000134251.3	ENSDARG00000062058.7
ENSDART00000143476.2	ENSDARG00000062058.7
ENSDART00000089232.6	ENSDARG00000062058.7
ENSDART00000113567.4	ENSDARG00000079306.4
ENSDART00000184078.1	ENSDARG00000079306.4
ENSDART00000134645.2	ENSDARG00000035944.8
ENSDART00000052169.7	ENSDARG00000035944.8
ENSDART00000193376.1	ENSDARG00000035944.8
ENSDART00000006373.6	ENSDARG00000013979.9
ENSDART00000011701.7	ENSDARG00000008969.12
ENSDART00000134835.3	ENSDARG00000008969.12
ENSDART00000144756.3	ENSDARG00000008969.12
ENSDART00000133465.2	ENSDARG00000008969.12
ENSDART00000139358.2	ENSDARG00000008969.12
ENSDART00000122115.4	ENSDARG00000068428.8
ENSDART00000098968.4	ENSDARG00000068428.8
ENSDART00000172147.3	ENSDARG00000036809.9
ENSDART00000185980.1	ENSDARG00000036809.9
ENSDART00000147993.2	ENSDARG00000079947.5
ENSDART00000114877.4	ENSDARG00000079947.5
ENSDART00000192180.1	ENSDARG00000079947.5
ENSDART00000125362.5	ENSDARG00000021794.11
ENSDART00000105902.5	ENSDARG00000021794.11
ENSDART00000013743.9	ENSDARG00000015126.9
ENSDART00000129805.3	ENSDARG00000039217.10
ENSDART00000130492.4	ENSDARG00000039217.10
ENSDART00000145783.2	ENSDARG00000039217.10
ENSDART00000151213.3	ENSDARG00000039217.10
ENSDART00000191909.1	ENSDARG00000039217.10
ENSDART00000139980.3	ENSDARG00000060430.7
ENSDART00000165366.3	ENSDARG00000102617.3
ENSDART00000129568.3	ENSDARG00000086740.3
ENSDART00000139003.2	ENSDARG00000013505.11
ENSDART00000025770.9	ENSDARG00000013505.11
ENSDART00000113864.4	ENSDARG00000075956.4
ENSDART00000057599.6	ENSDARG00000039422.6
ENSDART00000144318.3	ENSDARG00000004932.11
ENSDART00000003736.9	ENSDARG00000004932.11
ENSDART00000017148.8	ENSDARG00000013095.9
ENSDART00000166465.3	ENSDARG00000101054.3
ENSDART00000146511.3	ENSDARG00000086805.4
ENSDART00000080306.5	ENSDARG00000057598.6
ENSDART00000177971.2	ENSDARG00000057598.6
ENSDART00000060680.3	ENSDARG00000031683.8
ENSDART00000043298.8	ENSDARG00000031683.8
ENSDART00000021753.8	ENSDARG00000009607.8
ENSDART00000103330.5	ENSDARG00000070426.6
ENSDART00000153319.2	ENSDARG00000070426.6
ENSDART00000136582.2	ENSDARG00000111230.1
ENSDART00000109605.4	ENSDARG00000075805.4
ENSDART00000145880.2	ENSDARG00000091957.2
ENSDART00000121545.3	ENSDARG00000051955.9
ENSDART00000151261.3	ENSDARG00000054010.8
ENSDART00000103862.5	ENSDARG00000070607.5
ENSDART00000145907.3	ENSDARG00000026820.11
ENSDART00000097770.6	ENSDARG00000026820.11
ENSDART00000133325.3	ENSDARG00000062797.8
ENSDART00000091151.7	ENSDARG00000062797.8
ENSDART00000089540.6	ENSDARG00000015290.11
ENSDART00000148035.2	ENSDARG00000015290.11
ENSDART00000146141.3	ENSDARG00000007371.8
ENSDART00000040424.4	ENSDARG00000007371.8
ENSDART00000016597.6	ENSDARG00000007693.6
ENSDART00000146744.2	ENSDARG00000007693.6
ENSDART00000143133.2	ENSDARG00000007693.6
ENSDART00000192514.1	ENSDARG00000007693.6
ENSDART00000110398.4	ENSDARG00000075567.4
ENSDART00000139821.2	ENSDARG00000075567.4
ENSDART00000193855.1	ENSDARG00000075567.4
ENSDART00000124257.4	ENSDARG00000078216.5
ENSDART00000098692.5	ENSDARG00000078216.5
ENSDART00000058530.6	ENSDARG00000040008.8
ENSDART00000098859.5	ENSDARG00000040008.8
ENSDART00000131508.3	ENSDARG00000031483.9
ENSDART00000168795.2	ENSDARG00000031483.9
ENSDART00000103510.5	ENSDARG00000070494.7
ENSDART00000165904.2	ENSDARG00000070494.7
ENSDART00000060657.4	ENSDARG00000041376.4
ENSDART00000184764.1	ENSDARG00000041376.4
ENSDART00000152453.2	ENSDARG00000017988.11
ENSDART00000185994.1	ENSDARG00000017988.11
ENSDART00000007068.7	ENSDARG00000006568.7
ENSDART00000162889.2	ENSDARG00000102477.2
ENSDART00000169872.2	ENSDARG00000102477.2
ENSDART00000169451.2	ENSDARG00000102477.2
ENSDART00000157617.2	ENSDARG00000059944.7
ENSDART00000083928.6	ENSDARG00000059944.7
ENSDART00000190087.1	ENSDARG00000059944.7
ENSDART00000141893.2	ENSDARG00000063026.8
ENSDART00000091729.5	ENSDARG00000063026.8
ENSDART00000165392.2	ENSDARG00000101040.2
ENSDART00000033316.5	ENSDARG00000027397.6
ENSDART00000079594.4	ENSDARG00000057006.4
ENSDART00000055961.5	ENSDARG00000038360.5
ENSDART00000087187.6	ENSDARG00000061268.6
ENSDART00000017304.6	ENSDARG00000020217.6
ENSDART00000137315.2	ENSDARG00000018069.9
ENSDART00000011967.7	ENSDARG00000003216.7
ENSDART00000182856.1	ENSDARG00000003216.7
ENSDART00000165969.2	ENSDARG00000086739.3
ENSDART00000058504.7	ENSDARG00000086739.3
ENSDART00000021645.8	ENSDARG00000021408.8
ENSDART00000188183.1	ENSDARG00000021408.8
ENSDART00000156457.2	ENSDARG00000086511.4
ENSDART00000166501.2	ENSDARG00000102977.2
ENSDART00000170863.2	ENSDARG00000102977.2
ENSDART00000187124.1	ENSDARG00000102977.2
ENSDART00000181736.1	ENSDARG00000102977.2
ENSDART00000184062.1	ENSDARG00000102977.2
ENSDART00000136067.2	ENSDARG00000093374.4
ENSDART00000134695.2	ENSDARG00000093374.4
ENSDART00000085281.6	ENSDARG00000093374.4
ENSDART00000172130.2	ENSDARG00000093374.4
ENSDART00000172796.2	ENSDARG00000063030.7
ENSDART00000173328.2	ENSDARG00000063030.7
ENSDART00000163949.2	ENSDARG00000063030.7
ENSDART00000102515.5	ENSDARG00000063030.7
ENSDART00000145201.3	ENSDARG00000030161.8
ENSDART00000039827.6	ENSDARG00000030161.8
ENSDART00000047055.7	ENSDARG00000029596.8
ENSDART00000146792.2	ENSDARG00000045518.6
ENSDART00000142819.2	ENSDARG00000045518.6
ENSDART00000066936.6	ENSDARG00000045518.6
ENSDART00000150939.3	ENSDARG00000000103.12
ENSDART00000151114.2	ENSDARG00000000103.12
ENSDART00000151635.2	ENSDARG00000000103.12
ENSDART00000187590.1	ENSDARG00000000103.12
ENSDART00000059478.6	ENSDARG00000040621.6
ENSDART00000054462.8	ENSDARG00000037423.8
ENSDART00000166078.2	ENSDARG00000037423.8
ENSDART00000138551.2	ENSDARG00000037423.8
ENSDART00000169081.2	ENSDARG00000070412.7
ENSDART00000164949.2	ENSDARG00000070412.7
ENSDART00000152590.2	ENSDARG00000091592.4
ENSDART00000152143.3	ENSDARG00000091592.4
ENSDART00000187293.1	ENSDARG00000091592.4
ENSDART00000145013.2	ENSDARG00000044545.5
ENSDART00000081897.4	ENSDARG00000025168.9
ENSDART00000019078.5	ENSDARG00000002330.8
ENSDART00000144982.2	ENSDARG00000002330.8
ENSDART00000132313.2	ENSDARG00000002330.8
ENSDART00000131386.4	ENSDARG00000034705.10
ENSDART00000132702.2	ENSDARG00000034705.10
ENSDART00000040761.7	ENSDARG00000034705.10
ENSDART00000183161.1	ENSDARG00000034705.10
ENSDART00000189515.1	ENSDARG00000034705.10
ENSDART00000152389.2	ENSDARG00000079266.3
ENSDART00000109297.2	ENSDARG00000079266.3
ENSDART00000151626.2	ENSDARG00000038151.8
ENSDART00000151150.2	ENSDARG00000038151.8
ENSDART00000142077.2	ENSDARG00000056307.6
ENSDART00000078781.5	ENSDARG00000056307.6
ENSDART00000140834.2	ENSDARG00000056307.6
ENSDART00000151599.3	ENSDARG00000056307.6
ENSDART00000139733.3	ENSDARG00000062720.7
ENSDART00000134692.2	ENSDARG00000062720.7
ENSDART00000091004.6	ENSDARG00000062720.7
ENSDART00000055186.6	ENSDARG00000037867.6
ENSDART00000152705.3	ENSDARG00000033597.11
ENSDART00000136743.2	ENSDARG00000079123.5
ENSDART00000140265.2	ENSDARG00000079123.5
ENSDART00000147328.4	ENSDARG00000039980.9
ENSDART00000142202.3	ENSDARG00000039980.9
ENSDART00000151309.2	ENSDARG00000039980.9
ENSDART00000058491.7	ENSDARG00000039980.9
ENSDART00000171806.3	ENSDARG00000039980.9
ENSDART00000091987.7	ENSDARG00000063129.7
ENSDART00000163265.2	ENSDARG00000063129.7
ENSDART00000132681.2	ENSDARG00000074126.5
ENSDART00000146469.3	ENSDARG00000074126.5
ENSDART00000108659.4	ENSDARG00000074126.5
ENSDART00000108868.4	ENSDARG00000076466.4
ENSDART00000161793.2	ENSDARG00000076466.4
ENSDART00000163354.2	ENSDARG00000100794.2
ENSDART00000089750.5	ENSDARG00000062231.5
ENSDART00000109259.4	ENSDARG00000017397.11
ENSDART00000136022.2	ENSDARG00000093401.2
ENSDART00000142686.2	ENSDARG00000077089.5
ENSDART00000144783.2	ENSDARG00000077089.5
ENSDART00000190779.1	ENSDARG00000077089.5
ENSDART00000110746.4	ENSDARG00000077089.5
ENSDART00000193226.1	ENSDARG00000077089.5
ENSDART00000154085.3	ENSDARG00000025478.9
ENSDART00000029459.8	ENSDARG00000025478.9
ENSDART00000006417.8	ENSDARG00000013561.8
ENSDART00000134335.2	ENSDARG00000059549.7
ENSDART00000082872.6	ENSDARG00000059549.7
ENSDART00000081215.5	ENSDARG00000058358.5
ENSDART00000137533.2	ENSDARG00000058358.5
ENSDART00000142261.2	ENSDARG00000058358.5
ENSDART00000002075.10	ENSDARG00000008491.11
ENSDART00000174420.2	ENSDARG00000008491.11
ENSDART00000173559.2	ENSDARG00000036489.8
ENSDART00000099046.5	ENSDARG00000036489.8
ENSDART00000078306.7	ENSDARG00000075819.6
ENSDART00000182852.1	ENSDARG00000075819.6
ENSDART00000135019.2	ENSDARG00000074640.5
ENSDART00000113418.4	ENSDARG00000077002.4
ENSDART00000103169.5	ENSDARG00000031161.8
ENSDART00000188315.1	ENSDARG00000031161.8
ENSDART00000050585.6	ENSDARG00000030805.7
ENSDART00000146555.3	ENSDARG00000059130.6
ENSDART00000082157.5	ENSDARG00000059130.6
ENSDART00000080589.5	ENSDARG00000057833.5
ENSDART00000189363.1	ENSDARG00000057833.5
ENSDART00000108766.3	ENSDARG00000075549.4
ENSDART00000132933.3	ENSDARG00000016815.9
ENSDART00000027645.6	ENSDARG00000016815.9
ENSDART00000138514.3	ENSDARG00000016815.9
ENSDART00000138673.2	ENSDARG00000016815.9
ENSDART00000184215.1	ENSDARG00000016815.9
ENSDART00000110908.4	ENSDARG00000016815.9
ENSDART00000128257.3	ENSDARG00000093478.4
ENSDART00000129955.3	ENSDARG00000089230.3
ENSDART00000146454.2	ENSDARG00000054510.5
ENSDART00000133409.3	ENSDARG00000040812.7
ENSDART00000059820.7	ENSDARG00000040812.7
ENSDART00000050172.7	ENSDARG00000003344.9
ENSDART00000159851.2	ENSDARG00000102320.2
ENSDART00000158956.2	ENSDARG00000102320.2
ENSDART00000103724.6	ENSDARG00000033928.11
ENSDART00000188453.1	ENSDARG00000033928.11
ENSDART00000122520.4	ENSDARG00000032919.10
ENSDART00000143317.2	ENSDARG00000032919.10
ENSDART00000162356.2	ENSDARG00000032919.10
ENSDART00000135256.2	ENSDARG00000069184.5
ENSDART00000151457.3	ENSDARG00000114965.1
ENSDART00000083189.6	ENSDARG00000059672.8
ENSDART00000146385.3	ENSDARG00000059672.8
ENSDART00000174328.2	ENSDARG00000059672.8
ENSDART00000193947.1	ENSDARG00000059672.8
ENSDART00000111462.5	ENSDARG00000076815.5
ENSDART00000141744.2	ENSDARG00000076815.5
ENSDART00000158682.2	ENSDARG00000075433.5
ENSDART00000172438.2	ENSDARG00000075433.5
ENSDART00000171916.2	ENSDARG00000075433.5
ENSDART00000171521.2	ENSDARG00000075433.5
ENSDART00000159603.2	ENSDARG00000075433.5
ENSDART00000181339.1	ENSDARG00000075433.5
ENSDART00000087105.7	ENSDARG00000075433.5
ENSDART00000187116.1	ENSDARG00000075433.5
ENSDART00000111042.5	ENSDARG00000092362.4
ENSDART00000161427.2	ENSDARG00000092362.4
ENSDART00000073736.4	ENSDARG00000052012.6
ENSDART00000181744.1	ENSDARG00000052012.6
ENSDART00000148027.3	ENSDARG00000094984.4
ENSDART00000186817.1	ENSDARG00000094984.4
ENSDART00000151952.3	ENSDARG00000034095.7
ENSDART00000151932.2	ENSDARG00000034095.7
ENSDART00000169969.2	ENSDARG00000034095.7
ENSDART00000156148.2	ENSDARG00000074365.5
ENSDART00000115375.5	ENSDARG00000074365.5
ENSDART00000161685.2	ENSDARG00000074365.5
ENSDART00000060134.5	ENSDARG00000041040.5
ENSDART00000183416.1	ENSDARG00000041040.5
ENSDART00000143530.2	ENSDARG00000020133.7
ENSDART00000014166.6	ENSDARG00000020133.7
ENSDART00000153231.2	ENSDARG00000020133.7
ENSDART00000179266.2	ENSDARG00000020133.7
ENSDART00000138463.3	ENSDARG00000094749.3
ENSDART00000166243.2	ENSDARG00000094749.3
ENSDART00000082067.5	ENSDARG00000059056.6
ENSDART00000152974.2	ENSDARG00000052644.9
ENSDART00000133188.2	ENSDARG00000052644.9
